user_index,public_key,secret_key,payment_id,amount_xlm,academic_term,create_tx_hash,deposit_tx_hash,status,explorer_contract_url,timestamp
46,GAYIYVSWV2AOMNW4OVFGS53EDRLXO6NAGB6DXAQJ7XA523W5GMWDRJ62,SDTRQZZVPIOIFYVGH2DE77E4PT5TSGCJSANEN6GEPQYSSEVD3XQYZUVH,pay_u46_1160,163,"Spring 2027",1d4fb66c80fc2611760920caa2e09de03d2955b9892d956dc0dbb3df642046be,f46b9b48ab7168216f16e0948c65a7340f41e39af84b933461e1929c22a07268,Escrowed,https://stellar.expert/explorer/testnet/tx/f46b9b48ab7168216f16e0948c65a7340f41e39af84b933461e1929c22a07268,2026-08-30T06:22:54.436Z
47,GA57B5JJKTOHBWLAHNDGOT7SAWN4VHLNWFDTLS4LNEH24L2OED5GLRUV,SA44HQB7VSAEJWKTFL33HS6ACWQK7T73INU3E7CQHO2K3RFCKGEDQXP6,pay_u47_4365,166,"Summer 2026",3ee0b939b350c0246559a936e65c2d679dbbec71486ed8d8b173f6f7fce06414,e74d9052367574230bb2c17178b1528926eaaa5f51cc8f455a8fa3abfe5548ab,Escrowed,https://stellar.expert/explorer/testnet/tx/e74d9052367574230bb2c17178b1528926eaaa5f51cc8f455a8fa3abfe5548ab,2026-08-30T06:23:15.316Z
48,GBLBEUXVYXXM7FR2EADFMFLFABOAEDVILMQGJNWWNBFDJQJP32G3Y2DA,SAHSWPYYFF3HWSTRBJCWL2J2A5SZP2AJW6XOWYMIM2WXOV23C45SDP53,pay_u48_4779,169,"Winter 2026",8766a58f56712b2f16dc2370e817646efcb08eca1b07692aab4728717c1ee19c,b1b02ea19c32891ef0617614d30b1989cf24849f78d8b44191a39d283c32fd7a,Escrowed,https://stellar.expert/explorer/testnet/tx/b1b02ea19c32891ef0617614d30b1989cf24849f78d8b44191a39d283c32fd7a,2026-08-30T06:23:35.785Z
49,GBPUME62V7JNYOUC5KXHIU6273REVV3IKWE5VQLQGNMPSHTHGINZL4GO,SBFBGYV6BCDNKXDS2HGBRFQYKYC5HGIY77XOBVSYDXDO6FQDFQOW7N4Y,pay_u49_5682,172,"Fall 2027",eccee8bf0a782aa4419710a61cb43bffa3e4eef59c43418b5f6917b49cb4b3db,07ecb16a073a0da53aedb40dbe1c8e1aba8dd01adedcd48885df9e598cd2ba63,Escrowed,https://stellar.expert/explorer/testnet/tx/07ecb16a073a0da53aedb40dbe1c8e1aba8dd01adedcd48885df9e598cd2ba63,2026-08-30T06:23:53.527Z
50,GCRKRXZWCFTADCU4HF2FCP7JGOZWBFAMXVTPUGDIPSUPTQRQC4VO55O3,SAPAVWRDFYZQLWNCS3BEZXKKLCYJKRUOBPSAPYS5JJVFWSX3ZRKCWOYT,pay_u50_4417,25,"Fall 2026",898ba2316dd3ebfa092167ba919d3bd5c15debeba5a6f648048c64f00cb50316,744dd001b2aa10a07aeb0a8c59e1d8d77f58f6df5d94d02494bdd7913181ab2c,Escrowed,https://stellar.expert/explorer/testnet/tx/744dd001b2aa10a07aeb0a8c59e1d8d77f58f6df5d94d02494bdd7913181ab2c,2026-08-30T06:24:09.387Z
51,GDBSTIQ3EP3BAZKAOONRPUC76PYZZGT62RPES7BIF7EE2YKSCW55ZDDE,SAWCBUTLV5RWQOTSGNDFUFPQXW37CCRBE26QXMDOD37C6D2SS5KJSHMT,pay_u51_6597,28,"Spring 2027",53ae372b635d5aca9d42d7d2cad58019fbac4014e792c478f5f436f6ed350580,7e948b898caf167fcbb2e3edc550216b5109edb90e8ffd0a42b6b399ca88a9f7,Escrowed,https://stellar.expert/explorer/testnet/tx/7e948b898caf167fcbb2e3edc550216b5109edb90e8ffd0a42b6b399ca88a9f7,2026-08-30T06:24:23.928Z
52,GBSXZB2TLNOO2L55XQUJ5YUE7QLVWC734X3EXZTP3HB25FKHNIV26DUJ,SCT4OFLL33U22LRKPHTNCAFDQ2VV24BWZE77Q7XHRDZVQNQAPXBR3BWY,pay_u52_1454,31,"Summer 2026",d3846e6d516580c63b24dca211d7b9cb25d1eb3bc45b6430fd22eb21de78c3fc,d40df1ae25060162079bb75ecd5bb77b6b2fd421e21530031c5932fd2396f34d,Escrowed,https://stellar.expert/explorer/testnet/tx/d40df1ae25060162079bb75ecd5bb77b6b2fd421e21530031c5932fd2396f34d,2026-08-30T06:24:38.724Z
53,GCJCH6GBTWCHKWM54ATRFOLLVTZKU3O5UXM4NVGIUOVBUEITZYTPATKL,SCO4QIXJMBUKQTTU2L7YZX3STEH5OEMXNOP4RCU7WXCLXIX5CPH7CWWQ,pay_u53_9876,34,"Winter 2026",a80ac713115a74b6920a6f989fb9d1bf7d2d2b28095e5ccab6ed5bebf0443084,48bf6a9c385734b8a63f4f0121e2ae391d8988eb4a003762c75065a9292f7793,Escrowed,https://stellar.expert/explorer/testnet/tx/48bf6a9c385734b8a63f4f0121e2ae391d8988eb4a003762c75065a9292f7793,2026-08-30T06:24:54.245Z
54,GA5WSUZ2R2SRIS7T2I6LVGA63MLCLHL3B4MZ2SPJB4552V4ACS6VZPMY,SAKJ54OBMOUVSSF22TZTUU2XNH7BLHHJMM7GM2YN2JFF6HESOZL2PIMW,pay_u54_1289,37,"Fall 2027",97c25a11d1fe526741b72edaac5bc46a8021fef5e9ccb89b120ae33d4e46dc31,da07bc60ddeb1dd8bf7fd475d9cefb604c419a4791e3fe042277fdb9c2574143,Escrowed,https://stellar.expert/explorer/testnet/tx/da07bc60ddeb1dd8bf7fd475d9cefb604c419a4791e3fe042277fdb9c2574143,2026-08-30T06:25:09.113Z
55,GAYQVL3COWBYUJKWQIG2OBHOHM3SVU6TMWKCK2NQWWDIRTAQGRQL4RVY,SDTGNKC5SZOZZXOPGGSWSGTWLPEYNLVTKA5LNWYZNNEA67CUQS63A3UN,pay_u55_8744,40,"Fall 2026",5679d4204adbcd458cdfd8c603861dd87d75532aebadee6325f406e71082ebd3,36325771d279aed6673f49a20cd271b1de0290cc5a175aa96ff69e7f67c2147e,Escrowed,https://stellar.expert/explorer/testnet/tx/36325771d279aed6673f49a20cd271b1de0290cc5a175aa96ff69e7f67c2147e,2026-08-30T06:25:24.588Z
56,GCUD4VXSCIKUV4OCJD5GGUGAML6LUUYCOVRZE4T6EO6TIACCQNRHJX5B,SCCKYEL46FOQL5AXPXQR5ZUVGHBAYQTDCTQFA2ILRCSJXRNO32UH2LF5,pay_u56_1097,43,"Spring 2027",f08cdee97e5cfdca58330e4074ad8845eefe530b65adb6177781139b808ee339,336e45ac41fe4be85e3bd0720735ee315be077e74d38d1f422ecc9c4ce1514e6,Escrowed,https://stellar.expert/explorer/testnet/tx/336e45ac41fe4be85e3bd0720735ee315be077e74d38d1f422ecc9c4ce1514e6,2026-08-30T06:25:43.466Z
57,GCG4PLHHDFTEXU3E6XOASLLJQVD5G7HOY2RQAEIG2YXMZR5PZVEF46KP,SCGEQH2UT2HZ2ECUB5YKGY6KWVFZES3EXQ57EVBGPENPEDBYRPHA3EQX,pay_u57_4274,46,"Summer 2026",1df7cdbfeb323e621bf57838ae2c1af3bffd2250b9b18d3709b7a743209a87a4,e767b0772b7f585800241161f877a55188aba549b7d3072a4db700c64ba57382,Escrowed,https://stellar.expert/explorer/testnet/tx/e767b0772b7f585800241161f877a55188aba549b7d3072a4db700c64ba57382,2026-08-30T06:25:59.017Z
58,GDX5I6CXXTHQNC3BKOZUS4LIYDZJ76SBVO5BXGI2RY6TOY3GTCNJCWZ2,SDAWVYLVJSXB4HZA7USBNIYV67HFCTMQ2C7BCZNHZDMN3FEM6Y2PMKF6,pay_u58_1475,49,"Winter 2026",de83aeef3f14aa35088944bbce26bc2887798fcc39acd055caf51eb7fa058d42,8b4cd6249472316ea91e4621b131b5b0677f7fcd51a4ec56c4a6a2496c389ce9,Escrowed,https://stellar.expert/explorer/testnet/tx/8b4cd6249472316ea91e4621b131b5b0677f7fcd51a4ec56c4a6a2496c389ce9,2026-08-30T06:26:14.006Z
59,GBF3TT5PRGO7EMHT4ZLOPEQYV3QUKKDAFO77GAFE3VK27I3FE2UPT77V,SA4YTKRLNHXNL3KO4I4CNS7SFNMAI4MNYODOJJJP7QNJNHZEFRV6YTNK,pay_u59_2142,52,"Fall 2027",ac4e3acc73baf3d19b40e4d91318c1c5d4a2b338234f0a5f65f9d600b5c7ea66,0ada9381d0f302e8f628cb4f6719e943c9f3cb6a5cd982124ea081fa07a30828,Escrowed,https://stellar.expert/explorer/testnet/tx/0ada9381d0f302e8f628cb4f6719e943c9f3cb6a5cd982124ea081fa07a30828,2026-08-30T06:26:27.728Z
60,GBSFE4WJEBNMYVSSOQ5YBEY4BX7SRGY4PEJNANM3UTJXNFKZPUNE6FT7,SBXN67Y6R4DCSK5PRI4DL3PKGLX46W62YFMNHH6UAFK2CRJU5BFFDTL3,pay_u60_5013,55,"Fall 2026",d334ac7aeb968702e47833dc656174692f7b138ea7698ecd7bc87ee81ae5a2ea,e17f2c8c974f77c840240510708a781b3b2ad9e88649fb7f56679826294e0662,Escrowed,https://stellar.expert/explorer/testnet/tx/e17f2c8c974f77c840240510708a781b3b2ad9e88649fb7f56679826294e0662,2026-08-30T06:26:43.918Z
61,GB2BDTP6EFLUASWVFYCT7TYEBRPFMYG7TUVHTB3JMNS6A33NXQF5SIFD,SCYAA2SM6OE6TY4J7H32ZBBISV2ZONQEYK4U4OGMRZCO4FZFSIC7SLS6,pay_u61_8792,58,"Spring 2027",ed6982797cfc4a1cf488638c083d5cddb4371e68867394aae15836a112aa490e,26d5e9c234ec2b69e758185c3deb3735f7ff9123ec77937c3115b40fbdc7f4e3,Escrowed,https://stellar.expert/explorer/testnet/tx/26d5e9c234ec2b69e758185c3deb3735f7ff9123ec77937c3115b40fbdc7f4e3,2026-08-30T06:27:05.208Z
62,GC2GKPFA5Y4QARD37VBA24LDXNSWDKDC22OOLV6K3M4XOPGFB2JZLD4R,SC2BP5GEFN2AJNQDVI5MKX3IVDBRBNHN6AHJJXBSTSYQ74FW3C55BKYD,pay_u62_3014,61,"Summer 2026",f334cc6dcc4033c4d9f66909f5ce4bddc3e563b9275f6a02d3ec11d3998efb8a,93fd3caa268cb926d88f73067e7b819dea2d04fd6d2f32c1a7598daa32b811e1,Escrowed,https://stellar.expert/explorer/testnet/tx/93fd3caa268cb926d88f73067e7b819dea2d04fd6d2f32c1a7598daa32b811e1,2026-08-30T06:27:24.466Z
63,GB3V53RST4PUDBYWDJBW2UNFW22ZEIALRRIDOQ65UFL3BIZXYQDWGOB3,SA5ACEJC33JKO3WWJ3UKM3IA7URVN25E3AWJPKYW2CHCOIUQJGIBR4IE,pay_u63_8357,64,"Winter 2026",243368512935260bffcb858d3900605349f0b1f38decb968382a16eeb466c02c,fae38efcbe33dce6d88a3cee6903535b384064751668f8efa550702e86da7b5a,Escrowed,https://stellar.expert/explorer/testnet/tx/fae38efcbe33dce6d88a3cee6903535b384064751668f8efa550702e86da7b5a,2026-08-30T06:27:37.969Z
64,GDGOUZOW3VXPLP4LHLAOXRMXCWNB5RSIOA7UVZ2QN2WT3E44J73VS3KO,SDWE2434PU3RFM6LTRNBIMMTEC6EDRP5DABOKKCSBKZQNEBJUUWDHBQW,pay_u64_4813,67,"Fall 2027",870e9ed3332d9e9d4eb602821427d4b2e5d30b0460ebb2eda0eebab40cbada35,91a88803ba957825e975038c4f6aeac4b3270358663f40d62ebb810035a675e1,Escrowed,https://stellar.expert/explorer/testnet/tx/91a88803ba957825e975038c4f6aeac4b3270358663f40d62ebb810035a675e1,2026-08-30T06:27:54.210Z
65,GDMDETFDPOTETG7KLNQ3QXB5ZXYJLECQLRMJQS62QM6BLKHALGAI26SH,SBBRDB7POEVW7NCURFQMTPOTR5KDLN6KHERVC5LOTAAG77WUORSFCWSY,pay_u65_9405,70,"Fall 2026",8692c842c9c60d54ce693d9d8ae2746d468f12fe31b429e80ab95e90ff6489ed,0c7183b910bc49926480503a785bfa8ffd0fdc31fe9062d7c9b07db7ef4164fd,Escrowed,https://stellar.expert/explorer/testnet/tx/0c7183b910bc49926480503a785bfa8ffd0fdc31fe9062d7c9b07db7ef4164fd,2026-08-30T06:28:07.774Z
66,GD7CAY25Q22G7OXGWKSKMVSPTU66TYZGBX6ARFZ2J4JW7L3NQNMJWG4B,SCX4DRTFO2Q2B3T7IGWG22FDDPIBFR4HKX6SLZ4CEHSXWZLSFEKGYOC5,pay_u66_8217,73,"Spring 2027",c1944bbbb40c788340540845947754a783d62544daecff5044d3e8c08a213ede,71422385382751f47152d629d1a3145488fad489d8dde2f23806f43a7d656b2a,Escrowed,https://stellar.expert/explorer/testnet/tx/71422385382751f47152d629d1a3145488fad489d8dde2f23806f43a7d656b2a,2026-08-30T06:28:23.511Z
67,GCHPLGDMUCONDMOXQU5UCJOQ2TT7AUFO4KYXXO2YL5NEKIHD7J7FRIB5,SCF3LG2WNROQMTTWZCPVNP4HPLGMWX2ZYD7K35XRRADUYSSM6Z5GIA26,pay_u67_7302,76,"Summer 2026",b79d204abdc3cda93cc0de60126e5c0a1772af4816726c31ad979b70be0b3247,a8fa57b832ee6a16b345d9045f40261d1c9603b3602b408d4576cb0cd8ba4568,Escrowed,https://stellar.expert/explorer/testnet/tx/a8fa57b832ee6a16b345d9045f40261d1c9603b3602b408d4576cb0cd8ba4568,2026-08-30T06:28:41.318Z
68,GDQLIJNAFNXSAKVEJ7YYDY6EJD3GSWVE23LIXIZV26BQ52STFHWHG4RB,SAYLOCU6NWL2CMKZK245D7JJURUPLEHT2YH7XS6FGLCIKX66P7EOAH53,pay_u68_7444,79,"Winter 2026",7c5fda5592641af947e715c34a81d783f6f173fdafca8d25e1c9786863244c36,79a75cf6f19b01b67ba7ac20d3311178b6a288d573923550cb2151548ffb8db7,Escrowed,https://stellar.expert/explorer/testnet/tx/79a75cf6f19b01b67ba7ac20d3311178b6a288d573923550cb2151548ffb8db7,2026-08-30T06:28:59.233Z
69,GAFYGJ6WRHUKGL2VJ2AGZPO54QFDMDTQM2VAXFCB4P2ADXG7ZWKHK276,SDC4BIEO5YBBSGTWGDL5CUO2IYWM2HQRKGCXFU7K6PBLO7FL7BWJWRMF,pay_u69_9340,82,"Fall 2027",251f84847d9eac830ec675f82840a0cdcbf6eedaa5572eb838efa925a9073507,dbe2452b44615153c469c76f1eed873f4abe4f9279c247e8d63e49cd5e753f9c,Escrowed,https://stellar.expert/explorer/testnet/tx/dbe2452b44615153c469c76f1eed873f4abe4f9279c247e8d63e49cd5e753f9c,2026-08-30T06:29:12.965Z
70,GACVYRLEKMPWAIZJSXG6OBR6M73Z2OGAYBIQ5STGBVWO2WZR2SAFS3HP,SDAVV4BHATVOIZNB32DXI56ZIOZ3O5RUXERBAIS4HNBQQDLODDNLV6IF,pay_u70_1636,85,"Fall 2026",ab915e6a6e759e479e53586432e8ac624e4fd16fa17e820432f38ed571c5666b,6069e408bf05e4865b4e460e6215907cf037dd340dc3ca287c70c8e468bfc1eb,Escrowed,https://stellar.expert/explorer/testnet/tx/6069e408bf05e4865b4e460e6215907cf037dd340dc3ca287c70c8e468bfc1eb,2026-08-30T06:29:29.108Z
71,GA3QTIGAMDDBA54FKOUKEOIERKE5R5VCZF7UNVYJYNKTE6B6SDDOO6RO,SDGYFVOKUN2SWDPMFOA7ASPMXWUEDHKOK64GR2QGGOMOAEZIJQ6A7TUY,pay_u71_6771,88,"Spring 2027",3eab3a1e41dcdc0fe69ffa55a7c7c57e1394fe1f7a4c692bf7c68896b4ac359f,ef6e77e90f09e543568902eff42c1c16edc1f9f47a8daf6ee34d431015a95942,Escrowed,https://stellar.expert/explorer/testnet/tx/ef6e77e90f09e543568902eff42c1c16edc1f9f47a8daf6ee34d431015a95942,2026-08-30T06:29:43.794Z
72,GCG52D6U7UWZVWDTSJ7LMRD4K62K3WFD7QDM4QGSTQOFKH2Q2UGRRN34,SCMB3GFREIXMUBAMW66K7NUWC2QUDMUJPRJOYVYZRLAXZ4F2HJLBINDJ,pay_u72_9448,91,"Summer 2026",1edb2d31d47cfa1d5265a395f7f3d9e20ba8026a2382e2a8e32e2bf5e46c3449,a478ca3c5f83621f6940b07da6c49ecadd07f6c3cad0626ff69ca7cc7bb96b34,Escrowed,https://stellar.expert/explorer/testnet/tx/a478ca3c5f83621f6940b07da6c49ecadd07f6c3cad0626ff69ca7cc7bb96b34,2026-08-30T06:29:58.754Z
73,GAKZDRPQSJ7CVO76NIJJPWMLOOUTE3NZGZOXVDSJD6CZLNGAF7P3KTBH,SBJCR2IZTTEIQQM27W3SACW47NBCPCU2ABTWZZUTEZ5QBNSJ2GLGACQ6,pay_u73_9873,94,"Winter 2026",0caf87f9b4b61dce8835a72ed1bc4fdb8a8017dd3486461e439dd69556f0da24,3a4d5174983df0f3b29a1b1ce25ee58b5594820ea5a9cc72367f74f474e8a779,Escrowed,https://stellar.expert/explorer/testnet/tx/3a4d5174983df0f3b29a1b1ce25ee58b5594820ea5a9cc72367f74f474e8a779,2026-08-30T06:30:13.530Z
